Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Never My Love	The Association		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Pop	3863666	193	1	1	4	13	1967	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	12/10/10, 11:24 PM	4	12/6/13, 9:51 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:04 Never My Love.mp3
Wonderland by Night	Bert Kaempfert		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007					3112210	194			22			6/19/17, 5:43 PM	5/15/18, 8:58 PM	128	44100		MPEG audio file			2	12/10/10, 10:10 PM	1	12/6/13, 9:09 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:22 Wonderland by Night.mp3
Nick Of Time	Bonnie Raitt		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock	4660885	232	1	1	1	11	1989	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			3	12/10/10, 10:55 PM	7	8/28/15, 11:11 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:01 Nick Of Time.mp3
Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto Maestoso -	Martha Argerich, Kirill Kondrashin & Symphonieorchester des Bayerischen Rundfunks	Pyotr Ilyich Tchaikovsky	50 Classical Music Favorites						Classical	8756939	249	2	2	17	25	2009	5/13/18, 10:59 AM	5/15/18, 10:31 PM	256	44100		Purchased AAC audio file								Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:50 Classical Music Favorites:2-17 Piano Concerto No. 1 in B-Flat Minor, Op. 23_ I. Allegro non troppo e molto Maestoso -.m4a
Spare Me the Details	The Offspring									3804340	208						12/3/12, 5:31 PM	5/15/18, 8:59 PM	32	44100		MPEG audio file			1	12/10/10, 8:35 PM	2	12/6/13, 10:02 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:The Offspring:Unknown Album:Spare Me the Details.mp3
Hymn for the Weekend	Coldplay		A Head Full of Dreams						Alternative	9273919	258			3	11	2015	6/13/17, 1:59 PM	5/15/18, 8:58 PM	256	44100		Purchased AAC audio file					1	6/21/17, 10:50 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Coldplay:A Head Full of Dreams:03 Hymn for the Weekend.m4a
Smells Like Teen Spirit	Nirvana		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock	6025554	301	1	1	1	12	1991	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			2	12/10/10, 10:51 PM	7	8/28/15, 11:08 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:01 Smells Like Teen Spirit.mp3
There Goes My Heart	Johnny Mathis		A Personal Collection The Music Of Johnny Mathis	Bill Top 200 2007	Bill Top 200 2007				Jazz	4464469	223	1	4	10	23	1993	2/14/10, 2:54 PM	5/15/18, 8:58 PM	160	44100		MPEG audio file					1	12/6/11, 1:07 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:A Personal Collection The Music Of Johnny Mathis:1-10 There Goes My Heart.mp3
You Don't Have To Cry	Crosby, Stills, Nash & Young		Csn Box Set (Disc 1)						Folk-Rock	3930573	163			3		1991	12/5/11, 12:21 AM	5/15/18, 8:59 PM	192	44100		MPEG audio file		www.mp3stor.com			1	12/6/13, 9:00 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Crosby, Stills, Nash & Young:Csn Box Set (Disc 1):03 You Don't Have To Cry.mp3
It's Tricky	Run-DMC	Rick Rubin, Jason Mizell, Joseph Ward Simmons & Darryl McDaniels	Raising Hell						Hip-Hop/Rap	6608499	183			2	12	1986	5/13/18, 10:56 AM	5/15/18, 10:31 PM	256	44100		Purchased AAC audio file					1	5/19/18, 11:16 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Run-DMC:Raising Hell:02 It's Tricky.m4a
(You're So Square) Baby I Don't Care	Buddy Holly		The Buddy Holly Collection (2 of 2)						Rock/Pop	1566639	96			7			12/4/13, 8:56 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		rob			4	8/28/15, 8:52 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Buddy Holly:The Buddy Holly Collection (2 of 2):07 (You're So Square) Baby I Don't Care.mp3
I See Fire	Ed Sheeran	Ed Sheeran	x						Rock	7701475	299	1	1	16		2014	8/24/15, 10:24 PM	5/15/18, 8:58 PM	204	44100		MPEG audio file			1	8/24/15, 10:22 PM	6	8/24/15, 10:24 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Ed Sheeran:x:16 I See Fire.mp3
A Whiter Shade of Pale	Procol Harem		Rob's Top 200 2006						Classic Rock	7702992	240					196	7/30/09, 5:30 PM	5/15/18, 8:59 PM	256	44100		MPEG audio file		Digitally Remastered AIR Har	1	12/10/10, 9:00 PM	1	12/5/13, 11:43 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:A Whiter Shade of Pale.mp3
Dancing Barefoot	U2		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock	5759599	287	2	2	6	15	1998	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	12/10/10, 8:47 PM			100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:2-06 Dancing Barefoot.mp3
Crosby, Stills, Nash & Young - Marrakesh Express [Live at Woodstock 1969]										2462650	153						10/17/14, 10:18 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file					1	6/21/17, 11:13 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Unknown Artist:Unknown Album:Crosby, Stills, Nash & Young - Marrakesh Express [Live at Woodstock 1969].mp3
I'm in Love	Teenage Fanclub		Here						Alternative	5923046	161			1	12	2016	5/13/18, 10:57 AM	5/15/18, 10:30 PM	256	44100		Purchased AAC audio file								Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Teenage Fanclub:Here:01 I'm in Love.m4a
Walk, Don't Run	The Ventures	John Smith/John Smith Forshay/Johnny Smith	Walk Don't Run : The Best of the Ventures						Pop	2018463	125			1		1999	12/7/12, 9:38 AM	5/15/18, 8:59 PM	128	44100		MPEG audio file		, AG# 79C8548E	1	12/7/12, 9:39 AM	3	8/28/15, 8:45 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:The Ventures:Walk Don't Run _ The Best of the Ventures:01 Walk, Don't Run.mp3
Rave On	Buddy Holly		Bill's Top 200 2006	top200, old	top200, old				Country	2198607	109	2	2	8	25	1958	12/16/06, 1:17 PM	5/15/18, 8:59 PM	160	44100		MPEG audio file			1	12/10/10, 9:23 PM	7	7/19/16, 5:23 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:2-08 Rave On.mp3
Beauty Is Only Skin Deep	Temptations		Rob's Top 200 2006						R&B	2310700	144					2011	12/16/06, 1:14 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		kupencoded	1	12/10/10, 9:42 PM	3	12/6/13, 9:16 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:Beauty Is Only Skin Deep.mp3
You'll Never Know	Ella Fitzgerald		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Jazz	3807765	190	4	4	13	20	1950	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	12/10/10, 9:20 PM	3	7/19/16, 8:19 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:4-13 You'll Never Know.mp3
Break Out	Foo Fighters		Rob's Top 200 2006							4870139	202						12/3/12, 5:27 PM	5/15/18, 8:59 PM	192	44100		MPEG audio file		rob	1	12/10/10, 9:37 PM	2	12/7/12, 10:00 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:Break Out.mp3
World Spins Madly On	The Weepies		Say I Am You						Folk	3346423	167			15	19	2005	2/14/10, 2:54 PM	5/15/18, 8:58 PM	160	44100		MPEG audio file					1	12/6/11, 1:08 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Say I Am You:15 World Spins Madly On.mp3
Enjoy The Silence	Depeche Mode		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock	5138945	256	1	2	8	10	1998	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	12/10/10, 10:03 PM	4	8/28/15, 10:58 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:1-08 Enjoy The Silence.mp3
Ride Wit Me	Nelly		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007					5838933	291			17	18		12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			2	12/7/13, 7:15 PM	2	12/6/13, 8:18 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:17 Ride Wit Me.mp3
Prince - 1999 (Official Music Video)	Prince	GenYoutube	Prince - 1999 (Official Music Video)						Music	3814798	225					2018	5/12/18, 10:27 PM	5/18/18, 1:37 PM	128	44100		MPEG audio file		Download Youtube videos and MP3 on GenYoutube.net 			2	5/19/18, 11:47 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Prince:Prince - 1999 (Official Music Video):Prince - 1999 (Official Music Video).mp3
You Won't Be There	The Alan Parsons Project		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock	4289970	214	1	1	4	9	1979	6/19/17, 5:55 PM	5/15/18, 8:58 PM	160	44100		MPEG audio file					4	6/19/17, 5:55 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:04 You Won't Be There.mp3
Uprising	Muse		Uprising						Alternative Rock	9853784	304	1	1	1	1	2009	2/14/10, 2:55 PM	5/15/18, 8:59 PM	256	44100		MPEG audio file		Amazon.com Song ID: 212339082	2	12/11/11, 2:18 PM	3	10/10/14, 11:01 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Uprising:01 Uprising.mp3
You're Just in Love (I Wonder Why)	Perry Como & The Fontane Sisters		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Vocal	3548124	177			9	20	2001	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			2	12/10/10, 10:01 PM	3	7/19/16, 5:19 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:09 You're Just in Love (I Wonder Why).mp3
Jump	Van Halen		Rob's Top 200 2006						Rock	3863742	241						12/10/07, 1:14 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		rob	2	12/10/10, 9:07 PM	4	12/6/13, 9:18 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:Jump.mp3
Forever Autumn	Justin Hayward	Gary Osborne/Jeff Wayne/Paul Vigrass	Moody Blues 1/Time Traveller (Disc 4)						Rock	5454026	272	4	5	1	15	1978	7/19/16, 10:43 PM	5/15/18, 10:29 PM	160	44100		MPEG audio file					1	5/19/18, 11:05 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Moody Blues 1_Time Traveller (Disc 4):4-01 Forever Autumn.mp3
183-Beatles-I Will										1685903	106						11/23/10, 9:49 PM	5/15/18, 8:59 PM	32	44100		MPEG audio file					3	8/28/15, 10:19 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Unknown Artist:Unknown Album:183-Beatles-I Will.mp3
Again (2001 Digital Remaster)	Nat King Cole	Dorcas Cochran	Songs From Stage And Screen						Pop	4169035	144	1	1	13	18	2008	2/14/10, 2:54 PM	5/15/18, 9:28 PM	228	44100		MPEG audio file		Amazon.com Song ID: 206048798			4	5/19/18, 11:05 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Songs From Stage And Screen:13 Again (2001 Digital Remaster).mp3
Helplessly Hoping	Crosby, Stills & Nash		The Acoustic Concert (PBS Special)						Rock	2463664	153			2		1992	2/14/10, 2:54 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		http://mp3.alkar.net					20	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:The Acoustic Concert (PBS Special):02 Helplessly Hoping.mp3
Lego House	Ed Sheeran	Leonard	+ (Deluxe Version)						Pop	6621768	185			9	16	2011	5/13/18, 10:50 AM	5/15/18, 10:25 PM	256	44100		Purchased AAC audio file			1	5/19/18, 11:05 AM				Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Ed Sheeran:+ (Deluxe Version):09 Lego House.m4a
Love Will Come To You	Indigo Girls		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Folk	5554812	277	1	1	6	13	1992	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			2	12/10/10, 11:47 PM	6	8/28/15, 11:34 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:06 Love Will Come To You.mp3
Smile	Nat King Cole	Charlie Chaplin, Geoff Parsons, Turner	The Nat King Cole Story	Bill Top 200 2007	Bill Top 200 2007				Jazz	3468696	173	2	2	2	18	1991	12/10/07, 2:31 PM	5/15/18, 9:27 PM	160	44100		MPEG audio file					3	5/19/18, 11:02 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:The Nat King Cole Story:2-02 Smile.mp3
A Time For Us (Love Theme from Romeo and Juliet)	Henry Mancini									2471888	154						12/3/12, 5:30 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		rob						Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Henry Mancini:Unknown Album:A Time For Us (Love Theme from Romeo and Juliet).mp3
Read My Mind	The Killers	B. Flowers, D. Keuning & M. Stoermer	Sam's Town	Bill Top 200 2007	Bill Top 200 2007				Alternative	4980677	248			18	20	2006	12/4/11, 1:45 PM	5/15/18, 8:58 PM	160	44100		MPEG audio file			13	9/12/10, 11:07 AM	5	8/28/15, 11:48 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Sam's Town:18 Read My Mind.mp3
Mr. Blue Sky	ELO		Rob's Top 200 2006						rock	4876288	304						12/16/06, 1:14 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		rob	2	7/31/16, 12:55 PM	5	8/28/15, 8:19 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:Mr. Blue Sky.mp3
It's My Life	Talk Talk	Mark Hollis & Tim Friese-Greene	The Very Best Of						Rock	8352897	233			1	16	1997	5/13/18, 10:57 AM	5/15/18, 10:24 PM	256	44100		Purchased AAC audio file					1	5/19/18, 11:02 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Talk Talk:The Very Best Of:01 It's My Life.m4a
Roustabout	Elvis Presley		Rob's Top 200 2006						Other	1998789	124						12/10/07, 1:15 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		rob	1	12/9/11, 8:42 PM				Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:Roustabout.mp3
Goodbye Yellow Brick Road	Elton John		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock/Pop	3130809	194			4			12/10/07, 11:59 AM	5/15/18, 8:58 PM	128	44100		MPEG audio file			1	12/10/10, 9:28 PM	6	8/28/15, 9:40 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:04 Goodbye Yellow Brick Road.mp3
Shut Up And Let Me Go	The Ting Tings	Julian de Martino	We Started Nothing						Alternative Rock	5213643	171	1	1	5	10		12/9/10, 1:41 PM	5/15/18, 8:59 PM	239	44100		MPEG audio file		Amazon.com Song ID: 206895964	2	12/10/10, 8:33 PM	1	12/9/11, 10:41 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:The Ting Tings:We Started Nothing:05 Shut Up And Let Me Go.mp3
Soon to Be Nothing	Indigo Girls		Come on Now Social						Rock/Pop	4328722	269			2			12/8/10, 12:17 AM	5/15/18, 8:58 PM	128	44100		MPEG audio file			1	12/10/10, 8:57 PM	1	7/19/16, 8:26 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Come on Now Social:02 Soon to Be Nothing.mp3
My Girl	The Temptations		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				R&B	3588829	179	1	5	21	28	1965	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	12/10/10, 11:07 PM	6	8/28/15, 11:11 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:1-21 My Girl.mp3
Never My Love	The Association		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Pop	3863666	193	1	1	4	13	1967	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	12/10/10, 11:24 PM	4	12/6/13, 9:51 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:04 Never My Love.mp3
One Broken Heart for Sale	Elvis Presley cd18 of 50		Rob's Top 200 2006						Dance	2899197	144					2000	12/3/12, 5:24 PM	5/15/18, 8:59 PM	160	44100		MPEG audio file		rob			3	8/28/15, 9:56 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:One Broken Heart for Sale.mp3
You're Gonna Lose That Girl	The Beatles		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				Rock	2811437	140	1	1	6	14	1965	12/10/07, 11:59 AM	5/15/18, 8:58 PM	160	44100		MPEG audio file					1	12/6/13, 9:24 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:06 You're Gonna Lose That Girl.mp3
Pinball Wizard	The Who		Rob's Top 200 2006						Rock	4323101	180	1	1	13	19	1988	12/3/12, 5:17 PM	5/15/18, 8:59 PM	192	44100		MPEG audio file		backup 8	1	12/10/10, 10:40 PM	4	8/28/15, 9:31 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:13 Pinball Wizard.mp3
Night Changes	One Direction	N/A	FOUR (The Ultimate Edition)						Pop	8009316	226	1	1	7	16	2014	5/15/18, 10:52 PM	5/18/18, 1:28 PM	256	44100		Purchased AAC audio file								Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:One Direction:FOUR (The Ultimate Edition):07 Night Changes.m4a
Fight For Your Right	The Beastie Boys		Rob's Top 200 2006						Hip Hop/Rap	4980740	207			7	13	1986	12/3/12, 5:36 PM	5/15/18, 8:59 PM	192	44100		MPEG audio file			2	12/10/10, 9:04 PM	2	12/6/13, 8:41 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:07 Fight For Your Right.mp3
For My Lady	The Moody Blues	Ray Thomas	Seventh Sojourn						Rock	4753883	237	1	1	3	8	1972	2/14/10, 2:54 PM	5/15/18, 9:27 PM	160	44100		MPEG audio file			3	8/29/15, 7:57 PM	1	8/24/15, 10:24 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Seventh Sojourn:03 For My Lady.mp3
You Lost The Sweetest Boy	Mary Wells									3049792	152						12/3/12, 5:52 PM	5/15/18, 8:59 PM	160	44100		MPEG audio file		rob			2	8/28/15, 9:28 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Unknown Album:You Lost The Sweetest Boy.mp3
Mykonos	Fleet Foxes		Mykonos - Single						Alternative	5589808	279			8	24	2009	7/18/16, 12:02 PM	5/15/18, 8:58 PM	160	44100		MPEG audio file			1	7/31/16, 12:39 PM	2	5/19/18, 12:03 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Fleet Foxes:Mykonos - Single:08 Mykonos.mp3
Revolution	Beatles		Rob's Top 200 2006							3259331	203						12/3/12, 5:30 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file			2	4/16/16, 9:00 PM	3	8/28/15, 9:30 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Rob's Top 200 2006:Revolution.mp3
Need You Now	Lady Antebellum	Hillary Scott	Need You Now						Country	7901647	237	1	1	1	1	2009	12/6/12, 3:52 PM	5/15/18, 8:58 PM	263	44100		MPEG audio file		Amazon.com Song ID: 212339582						Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Lady Antebellum:Need You Now:01 Need You Now.mp3
Friends (Digitally Remastered 01)	The Beach Boys		Friends/20/20						Pop	4687884	153	1	1	2	29	1990	12/6/13, 12:10 AM	5/15/18, 8:59 PM	241	44100		MPEG audio file		Amazon.com Song ID: 201981533	1	12/7/12, 11:12 PM	3	10/10/14, 10:16 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:The Beach Boys:Friends_20_20:02 Friends (Digitally Remastered 01).mp3
A Change Is Gonna Come	Sam Cooke		Portrait of a Legend 1951-1964						Rock/Pop	3105356	193			29			10/6/14, 3:09 PM	5/15/18, 8:58 PM	128	44100		MPEG audio file								Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Sam Cooke:Portrait of a Legend 1951-1964:29 A Change Is Gonna Come.mp3
Big Wide World	Teddy Randazzo		Bill's Top 200 2006	Bill Top 200 2007	Bill Top 200 2007				rock	2062336	171			17			12/10/07, 11:59 AM	5/15/18, 8:58 PM	96	44100		MPEG audio file		rob	1	12/10/10, 11:11 PM	6	8/28/15, 10:51 PM	100	Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Bill's Top 200 2006:17 Big Wide World.mp3
Somewhere	The Tymes		Cameo Parkway 1957-1967						Rock/Pop	2129920	132			5		2005	2/14/10, 2:54 PM	5/15/18, 8:58 PM	128	44100		MPEG audio file			1	12/4/11, 12:59 PM	1	12/4/13, 11:02 AM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Cameo Parkway 1957-1967:05 Somewhere.mp3
 The  Warmth  Of  The  Sun	The BEACH BOYS  (1964)		Surf's Up						Surf Rock	2775040	173					1964	2/14/10, 2:55 PM	5/15/18, 8:59 PM	128	44100		MPEG audio file		rob	3	8/29/15, 7:59 PM	5	8/28/15, 10:02 PM		Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Surf's Up:_The  Warmth  Of  The  Sun.mp3
Hold Me Now	The Thompson Twins	Bailey/Currie/Leeway	Billboard Top Hits: 1984						Pop	9686293	288	1	1	9	10	1992	7/18/16, 12:19 PM	5/15/18, 8:58 PM	268	44100		MPEG audio file								Macintosh HD:Users:karp:Music:iTunes:iTunes Media:Music:Compilations:Billboard Top Hits_ 1984:09 Hold Me Now.mp3
